Polyline = true

1	1	1
1	1	837
1	17.567	855
1	37.274	884
1	49.81	900
1	103.06	957
1	154	1008
1	203.12	1065
1	253.54	1115.9
1	273.48	1140
1	305.53	1174
1	312.36	1182.9
1	322.56	1200
1	400	1200
1	400	1
1	294.31	1
1	292.59	7.5898
1	292.37	229
1	290.14	245.95
1	285.58	257.17
1	278.05	264.96
1	273.07	267.37
1	267.98	268.18
1	259	266.28
1	249.94	261.11
1	241.99	254.06
1	231.8	241.95
1	208.63	211
1	184.49	176
1	138.02	114
1	106.97	75
1	77.176	29
1	72.308	19.128
1	65.948	1
1	1	1
